kodas;ROD_KOD;VLST_KODAS2;2012_3;2012_4;2013_1;2013_2;2013_3;2013_4;2014_1;2014_2;2014_3;2014_4;2015_1;2015_2;2015_3;2015_4;2016_1;2016_2;2016_3;2016_4;2017_1;2017_2;2017_3;2017_4;2018_1;2018_2;2018_3;2018_4
X00576;1270;DK;;;;;;;;;;;1;;;;;;;;;;;;;;;
X00576;1270;IT;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X00576;1273;DK;;;;;;;;;;;1;;;;;;;;;;;;;;;
X00576;1273;IT;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X00576;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00576;3030;SE;345;345;;;;;;;;;;;;;;;;;;;;;;;;
X00577;10;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00577;1290;DK;;;;;;;;;;;;1554;;;;;;;;;;;;;;
X00577;20;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00577;3030;DK;-316;304;;;;;;;;;;;;;;;;;;;;;;;;
X00578;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00578;1040;EE;;;;;;;;;;-1;;;;;;;;;;;;;;;;
X00578;1043;EE;;;;;;;;;;-1;;;;;;;;;;;;;;;;
X00578;1210;EE;;;;5639;5639;5674;;;;;;;;;;;;;;;;;;;;
X00578;1220;EE;;;7;;35;500;;;;;;;;;;;;;;;;;;;;
X00578;1250;EE;5578;5633;5639;5639;5674;6174;;;;;;;;;;;;;;;;;;;;
X00578;1260;EE;;;;;;;33;;;;;;;;;;;;;;;;;;;
X00578;1280;EE;;;;;;33;;;;;;;;;;;;;;;;;;;;
X00578;1350;EE;;;70;71;73;79;;;;;;;;;;;;;;;;;;;;
X00578;20;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00578;3030;EE;-61;-104;;;;;;;;;;;;;;;;;;;;;;;;
X00579;10;VG;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00579;1040;VG;;;;;;35;1434;;;1;-1288;;;;;;;;;;;;;;;
X00579;1043;VG;;;;;;;1434;;;1;-1288;;;;;;;;;;;;;;;
X00579;1160;VG;;;;2750;2750;2750;;;;;;;;;;;;;;;;;;;;
X00579;1200;VG;2751;2751;2750;2750;2750;2750;;;;;;;;;;;;;;;;;;;;
X00579;1210;GB;;;;1099;1099;1099;;;;;;;;;;;;;;;;;;;;
X00579;1250;GB;;;1099;1099;1099;1099;;;;;;;;;;;;;;;;;;;;
X00579;20;VG;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00579;3000;BY;;;;;;;;;;;;;;;;118;;;;;;;;;;
X00579;3030;VG;-35;46;;;;;;;;;;;;;;;;;;;;;;;;
X00579;3050;BY;119;;;;;;;;;;;;;;;118;;;;;;;;;;
X00579;3260;BY;;;11;;;;11;11;;;;;;;;;;;;;;;;;;
X00579;3280;BY;;;;;;11;11;;;;;;;;;;;;;;;;;;;
X00580;1050;GB;20;;;;;;;;;;;;;;;;;;;;;;;;;
X00581;10;NL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00581;1040;NL;;;;;;;;;;;-621;;;;;;;;;;;;;;;
X00581;1043;NL;;;;;;;;;;;-621;;;;;;;;;;;;;;;
X00581;20;NL;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00581;3030;NL;-156;-620;;;;;;;;;;;;;;;;;;;;;;;;
X00582;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00582;1040;EE;;;;;;-3;-3;;;-2;-1;;;;;;;;;;;;;;;
X00582;1043;EE;;;;;;;-3;;;-2;-1;;;;;;;;;;;;;;;
X00582;1160;EE;;;;1189;1189;1189;;;;;;;;;;;;;;;;;;;;
X00582;1200;EE;1187;1187;1189;1189;1189;1189;;;;;;;;;;;;;;;;;;;;
X00582;1350;EE;;;16;16;16;16;;;;;;;;;;;;;;;;;;;;
X00582;20;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00582;3030;EE;14;-41;;;;;;;;;;;;;;;;;;;;;;;;
X00583;1000;IT;;;56;;;;62;62;62;25;;;;;;;;;;;;;;;;
X00583;1000;LV;;;24;;;;26;26;26;10;;;;;;;;;;;;;;;;
X00583;1030;IT;;;26;;;;;;;58;;;;;;;;;;;;;;;;
X00583;1030;LV;;;11;;;;;;;25;;;;;;;;;;;;;;;;
X00583;1031;IT;;;20;;;;;;32;;;;;;;;;;;;;;;;;
X00583;1031;LV;;;9;;;;;;14;;;;;;;;;;;;;;;;;
X00583;1040;IT;;;;;;;;;-5;;;;;;;;;;;;;;;;;
X00583;1040;LV;;;;;;;;;-2;;;;;;;;;;;;;;;;;
X00583;1043;IT;;;;;;;;;-5;;;;;;;;;;;;;;;;;
X00583;1043;LV;;;;;;;;;-2;;;;;;;;;;;;;;;;;
X00583;1050;IT;67;55;62;62;62;62;62;62;25;83;;;;;;;;;;;;;;;;
X00583;1050;LV;29;23;26;26;26;26;26;26;10;35;;;;;;;;;;;;;;;;
X00584;1160;US;;;;13;13;13;;;;;;;;;;;;;;;;;;;;
X00584;1200;US;12;12;13;13;13;13;;;;;;;;;;;;;;;;;;;;
X00585;1000;LV;;;233;;;;54;54;89;89;;;;;;;;;;;;;;;;
X00585;1030;LV;177;;;;7;;;35;;;;;;;;;;;;;;;;;;
X00585;1031;LV;;;;;;186;;;;;;;;;;;;;;;;;;;;
X00585;1050;LV;232;232;233;233;240;54;54;89;89;89;;;;;;;;;;;;;;;;
X00585;3030;LV;177;;;;;;;;;;;;;;;;;;;;;;;;;
X00586;1000;LV;;;375;375;375;415;420;420;420;420;;;;;;;;;;;;;;;;
X00586;1030;LV;;23;;;40;4;;;;46;;;;;;;;;;;;;;;;
X00586;1050;LV;350;377;375;375;415;420;420;420;420;466;;;;;;;;;;;;;;;;
X00586;1160;LV;;;;12;12;12;;;;;;;;;;;;;;;;;;;;
X00586;1200;LV;12;12;12;12;12;12;;;;;;;;;;;;;;;;;;;;
X00586;1260;LV;;;25;;;;30;30;30;30;9;;;;;;;;;;;;;;;
X00586;1280;LV;;;;;;30;30;30;30;9;;;;;;;;;;;;;;;;
X00586;3030;LV;;23;;;;;;;;;;;;;;;;;;;;;;;;
X00587;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00587;1031;DE;;;;;;;;869;;;;;;;;;;;;;;;;;;
X00587;1040;DE;;;;;;;;;;;971;;;;;;;;;;;;;;;
X00587;1043;DE;;;;;;;;;;;971;;;;;;;;;;;;;;;
X00587;1260;CZ;;;;;;;11;;;;;;;;;;;;;;;;;;;
X00587;1260;FR;;;;;15;;;;;;;;;;;;;;;;;;;;;
X00587;1280;FR;;;;15;;;;;;;;;;;;;;;;;;;;;;
X00587;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00587;2320;DE;;;;;;;;;;;;;;;2303;;;;;;;;;;;
X00587;2324;DE;;;;;;;;;;;;;;;2503;;;;;;;;;;;
X00587;3030;DE;849;-46;;;;;;;;;;;;;;;;;;;;;;;;
X00587;3200;DE;;;;;;600;;;;;;;;;;;;;;;;;;;;
X00587;3210;DE;;;;500;1100;1100;;;;;;;;;;;;;;;;;;;;
X00587;3220;DE;;;;600;;1700;;;;;;;;;;;;;;;;;;;;
X00587;3230;DE;;;800;;;500;;;;;;;;;;;;;;;;;;;;
X00587;3250;DE;;1300;500;1100;1100;1700;;;;;;;;;;;;;;;;;;;;
X00587;3350;DE;;;0;1;1;2;;;;;;;;;;;;;;;;;;;;
X00588;1000;EE;;;616;;;;524;651;651;651;;;;;;;;;;;;;;;;
X00588;1030;EE;;;;;;-92;127;;;;;;;;;;;;;;;;;;;
X00588;1040;EE;;;;;0;;;;;;;;;;;;;;;;;;;;;
X00588;1050;EE;617;617;616;616;616;524;651;651;651;651;;;;;;;;;;;;;;;;
X00589;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00589;1000;EE;;;273;;;;;;;;;;;;;;;;;;;;;;;
X00589;1030;EE;;;;182;;;;;;;;;;;;;;;;;;;;;;
X00589;1031;EE;;;;270;;;;;;;;;;;;;;;;;;;;;;
X00589;1040;EE;;;;;;;;;;;-3;;;;;;;;;;;;;;;
X00589;1043;EE;;;;;;;;;;;-3;;;;;;;;;;;;;;;
X00589;1050;EE;272;272;273;185;185;185;;;;;;;;;;;;;;;;;;;;
X00589;1260;DK;;;10;10;10;10;;;;;;;;;;;;;;;;;;;;
X00589;1260;EE;;;53;53;53;53;;;;;59;;;;;;;;;;;;;;;
X00589;1260;LV;;;34;34;34;34;;;;;23;;;;;;;;;;;;;;;
X00589;1280;DK;;;10;10;10;;;;;;;;;;;;;;;;;;;;;
X00589;1280;EE;;;53;53;53;;;;;59;;;;;;;;;;;;;;;;
X00589;1280;LV;;;34;34;34;;;;;23;;;;;;;;;;;;;;;;
X00589;20;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00589;2260;CH;;;84;;;;;;;;;;;;;;;;;;;;;;;
X00589;2260;EE;;;;;;;;;;;8;;;;;;;;;;;;;;;
X00589;2260;FI;;;22;;;;;;;;;;;;;;;;;;;;;;;
X00589;2260;HU;;;30;;;;;;;;;;;;;;;;;;;;;;;
X00589;2260;LV;;;124;;;;;;;;63;;;;;;;;;;;;;;;
X00589;2260;PL;;;115;;;;;;;;;;;;;;;;;;;;;;;
X00589;2280;EE;;;;;;;;;;8;;;;;;;;;;;;;;;;
X00589;2280;LV;;;;;;;;;;63;64;;;;;;;;;;;;;;;
X00590;1000;EE;;;2;;;;3;3;3;4;;;;;;;;;;;;;;;;
X00590;1030;EE;0;;1;;;;;;1;;;;;;;;;;;;;;;;;
X00590;1040;EE;;;0;;;;;;;;;;;;;;;;;;;;;;;
X00590;1050;EE;3;3;3;3;3;3;3;3;4;4;;;;;;;;;;;;;;;;
X00590;3030;EE;0;;;;;;;;;;;;;;;;;;;;;;;;;
X00591;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00591;1040;SE;;;;;;58;58;;;1;-1;;;;;;;;;;;;;;;
X00591;1043;SE;;;;;;;58;;;1;-1;;-17;;;;;;;;;;;;;
X00591;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00591;2260;SE;;;;;;;;;;;560;;;;;;;;;;;;;;;
X00591;2280;SE;;;;;;;;;;560;;;;;;;;;;;;;;;;
X00591;3030;SE;130;110;;;;;;;;;;;;;;;;;;;;;;;;
X00592;1230;FI;;;0;;;;;;;;;;;;;;;;;;;;;;;
X00592;1250;FI;9;9;;;;;;;;;;;;;;;;;;;;;;;;
X00593;10;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00593;1040;FI;;;;;;;;;;;122;;;;;;;;;;;;;;;
X00593;1043;FI;;;;;;;;;;;122;;-1811;;;;;;;;;;;;;
X00593;1260;FI;;;;;;;;26;26;26;26;;;;;;;;;;;;;;;
X00593;1270;EE;;;;;;;;;;;83;;;;;;;;;;;;;;;
X00593;1270;FI;;;;;;;;;;;-26;;;;;;;;;;;;;;;
X00593;1273;EE;;;;;;;;;;;83;;;;;;;;;;;;;;;
X00593;1273;FI;;;;;;;;;;;-26;;;;;;;;;;;;;;;
X00593;1280;FI;;;;;;;26;26;26;;;;;;;;;;;;;;;;;
X00593;20;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00593;2270;FI;;;;;;;;;;;-4;;;;;;;;;;;;;;;
X00593;2273;FI;;;;;;;;;;;-4;;;;;;;;;;;;;;;
X00593;3030;FI;168;313;;;;;;;;;;;;;;;;;;;;;;;;
X00594;1000;PL;;;21;;;;28;28;28;28;;;;;;;;;;;;;;;;
X00594;1030;PL;;;;;7;;;;;-4;;;;;;;;;;;;;;;;
X00594;1050;PL;20;20;21;21;28;28;28;28;28;24;;;;;;;;;;;;;;;;
X00595;1000;CH;;;201;;;;198;198;199;199;;;;;;;;;;;;;;;;
X00595;1030;CH;122;;;;;96;;97;;;;;;;;;;;;;;;;;;
X00595;1031;CH;;;;;100;;;96;;;;;;;;;;;;;;;;;;
X00595;1050;CH;203;200;201;201;101;198;198;199;199;199;;;;;;;;;;;;;;;;
X00595;1260;PL;;;;;;;;;0,5;1;1;;;;;;;;;;;;;;;
X00595;1280;PL;;;;;;;;0,5;1;1;;;;;;;;;;;;;;;;
X00595;2260;PL;;;65;;;;;;28;56;56;;;;;;;;;;;;;;;
X00595;2280;PL;;;;;;;;28;56;56;;;;;;;;;;;;;;;;
X00595;3030;CH;122;;;;;;;;;;;;;;;;;;;;;;;;;
X00596;1000;FI;;;675;;;;614;353;353;353;;;;;;;;;;;;;;;;
X00596;1030;FI;;672;;611;;;350;;;;;;;;;;;;;;;;;;;
X00596;1031;FI;;;;672;;;611;;;;;;;;;;;;;;;;;;;
X00596;1050;FI;3;675;675;614;614;614;353;353;353;353;;;;;;;;;;;;;;;;
X00596;3030;FI;;672;;;;;;;;;;;;;;;;;;;;;;;;
X00597;1000;DE;;;3;;;;10;10;10;6;;;;;;;;;;;;;;;;
X00597;1030;DE;;;7;;;;;;-4;;;;;;;;;;;;;;;;;
X00597;1050;DE;3;3;10;10;10;10;10;10;6;6;;;;;;;;;;;;;;;;
X00597;2260;DE;;;24;6;6;6;6;6;3;;;;;;;;;;;;;;;;;
X00597;2280;DE;;;6;6;6;6;6;3;;;;;;;;;;;;;;;;;;
X00598;1200;DE;437;437;;;;;;;;;;;;;;;;;;;;;;;;
X00599;1050;DK;-84;-84;;;;;;;;;;;;;;;;;;;;;;;;
X00600;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00600;1000;SE;;;535;535;535;601;608;608;608;608;;;;;;;;;;;;;;;;
X00600;1030;SE;;;;;66;7;;;;35;;;;;;;;;;;;;;;;
X00600;1040;SE;;;;;;;;;;1;;;;;;;;;;;;;;;;
X00600;1043;SE;;;;;;;;;;1;;;;;;;;;;;;;;;;
X00600;1050;SE;536;536;535;535;601;608;608;608;608;644;;;;;;;;;;;;;;;;
X00600;1210;SE;;;;50;50;50;;;;;;;;;;;;;;;;;;;;
X00600;1250;SE;49;49;50;50;50;50;;;;;;;;;;;;;;;;;;;;
X00600;1260;EE;;;127;;;;140;205;205;205;;;;;;;;;;;;;;;;
X00600;1260;FI;;;12;;;;11;;;;;;;;;;;;;;;;;;;
X00600;1260;LV;;;;;;;1;2;2;2;;;;;;;;;;;;;;;;
X00600;1260;SE;;;12;;;;;;;;;;;;;;;;;;;;;;;
X00600;1270;EE;;;;;;;;;;;205;;;;;;;;;;;;;;;
X00600;1270;LV;;;;;;;;;;;3;;;;;;;;;;;;;;;
X00600;1270;SE;;;;;;;;;;;4;;;;;;;;;;;;;;;
X00600;1273;EE;;;;;;;;;;;205;;;;;;;;;;;;;;;
X00600;1273;LV;;;;;;;;;;;3;;;;;;;;;;;;;;;
X00600;1273;SE;;;;;;;;;;;4;;;;;;;;;;;;;;;
X00600;1280;EE;;;;;;140;205;205;205;205;;;;;;;;;;;;;;;;
X00600;1280;FI;;;;;;11;;;;;;;;;;;;;;;;;;;;
X00600;1280;LV;;;;;;1;2;2;2;2;;;;;;;;;;;;;;;;
X00600;1350;SE;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;
X00600;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00600;2260;EE;;;2;;;;1;;;;;;;;;;;;;;;;;;;
X00600;2260;SE;;;12;;;;;;;;;;;;;;;;;;;;;;;
X00600;2270;EE;;;;;;;;;;;1;;;;;;;;;;;;;;;
X00600;2270;SE;;;;;;;;;;;3;;;;;;;;;;;;;;;
X00600;2273;EE;;;;;;;;;;;1;;;;;;;;;;;;;;;
X00600;2273;SE;;;;;;;;;;;3;;;;;;;;;;;;;;;
X00600;2280;EE;;;;;;1;;;;1;;;;;;;;;;;;;;;;
X00600;2280;SE;;;;;;;;;;3;;;;;;;;;;;;;;;;
X00601;1000;LV;;;;;;;95;95;95;95;;;;;;;;;;;;;;;;
X00601;1030;LV;;;;;;;;;;20;;;;;;;;;;;;;;;;
X00601;1050;LV;;;;;;;95;95;95;115;;;;;;;;;;;;;;;;
X00601;1260;LV;;;25;;;;25;25;12,5;;;;;;;;;;;;;;;;;
X00601;1280;LV;;;;;;25;25;12,5;;;;;;;;;;;;;;;;;;
X00601;3030;LV;14;-12;;;;;;;;;;;;;;;;;;;;;;;;
X00602;1000;LV;;;36;;;;39;39;37;37;;;;;;;;;;;;;;;;
X00602;1030;LV;20;;;;12;;;6;;;;;;;;;;;;;;;;;;
X00602;1031;LV;;;;;;8;;8;;;;;;;;;;;;;;;;;;
X00602;1040;LV;;;;;;0;;;;;;;;;;;;;;;;;;;;
X00602;1050;LV;35;35;36;36;48;39;39;37;37;37;;;;;;;;;;;;;;;;
X00602;1260;EE;;;5;5;5;5;;;;;;;;;;;;;;;;;;;;
X00602;1260;LV;;;5;5;5;5;;;;;;;;;;;;;;;;;;;;
X00602;1280;EE;;;5;5;5;;;;;;;;;;;;;;;;;;;;;
X00602;1280;LV;;;5;5;5;;;;;;;;;;;;;;;;;;;;;
X00602;2260;EE;;;2;;;;;;;;;;;;;;;;;;;;;;;
X00602;2260;LV;;;10;;;;;;;;;;;;;;;;;;;;;;;
X00602;3030;LV;20;;;;;;;;;;;;;;;;;;;;;;;;;
X00603;2200;DK;782;782;;;;;;;;;;;;;;;;;;;;;;;;
X00604;10;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00604;1040;SE;;;;-41;;41;-4763;;;4928;-1;;;;;;;;;;;;;;;
X00604;1043;SE;;;;;;;-4763;;;4928;-1;;;;;;;;;;;;;;;
X00604;1260;EE;;;;;;;;;;;7;;;;;;;;;;;;10;;;
X00604;1260;HU;;;;;49;;22;;;;6;;;;;;;;;;;;21;;;
X00604;1260;NO;;;;;;;50;;;;34;;;;;;;;;;;;114;;;
X00604;1260;PL;;;;;;;21;;;;;;;;;;;;;;;;;;;
X00604;1280;EE;;;;;;;;;;7;;;;;;;;;;;;;;;;
X00604;1280;HU;;;;49;;22;;;;6;;;;;;;;;;;;;;;;
X00604;1280;NO;;;;;;50;;;;34;;;;;;;;;;;;;;;;
X00604;1280;PL;;;;;;21;;;;;;;;;;;;;;;;;;;;
X00604;20;SE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00604;2260;DK;;;;;;;;;;;;;;;;;;;;;;;299;;;
X00604;2260;EE;;;;;;;;;;;;;;;;;;;;;;;17;;;
X00604;2260;NO;;;;22;;;;;;;;;;;;;;;;;;;;;;
X00604;2280;NO;;;22;;;;;;;;;;;;;;;;;;;;;;;
X00604;3030;SE;142;127;;;;;;;;;;;;;;;;;;;;;;;;
X00605;10;FR;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00605;1040;FR;;;;;;;;;;1;;;;;;;;;;;;;;;;
X00605;1043;FR;;;;;;;;;;1;;;;;;;;;;;;;;;;
X00605;1270;EE;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X00605;1273;EE;;;;;;;;;;;-1;;;;;;;;;;;;;;;
X00605;20;FR;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00605;3030;FR;177;223;;;;;;;;;;;;;;;;;;;;;;;;
X00606;10;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00606;1040;DK;;;;0;;;264;;;1;-2;;;;;;;;;;;;;;;
X00606;1043;DK;;;;;;;264;;;1;-2;;;;;;;;;;;;;;;
X00606;20;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00606;2260;DK;;;490;;;;;;;;;;;;;;;;;;;;;;;
X00606;3030;DK;272;988;;;;;;;;;;;;;;;;;;;;;;;;
X00607;1030;SE;;0;;;;;;;;;;;;;;;;;;;;;;;;
X00607;1050;SE;84;84;;;;;;;;;;;;;;;;;;;;;;;;
X00607;3030;SE;;0;;;;;;;;;;;;;;;;;;;;;;;;
X00608;1000;DE;;;257;;;;259;317;317;317;;;;;;;;;;;;;;;;
X00608;1030;DE;;;;;;74;58;;;;;;;;;;;;;;;;;;;
X00608;1031;DE;;;;;72;;;;;;;;;;;;;;;;;;;;;
X00608;1050;DE;258;258;257;257;185;259;317;317;317;317;;;;;;;;;;;;;;;;
X00608;1260;DE;;;234;234;234;234;278;278;202,5;127;127;;;;;;;;;;;;;;;
X00608;1280;DE;;;234;234;234;278;278;202,5;127;127;;;;;;;;;;;;;;;;
X00609;1040;DK;;;;;;;31;;;1;;;;;;;;;;;;;;;;
X00609;1043;DK;;;;;;;31;;;1;;;;;;;;;;;;;;;;
X00609;1260;DK;;;;;;;;;;;421;;;;;;;;;;;;;;;
X00609;1270;DK;;;;;;;;;;;-421;;;;;;;;;;;;;;;
X00609;1273;DK;;;;;;;;;;;-421;;;;;;;;;;;;;;;
X00609;1290;DK;;;;;;;;;;;626;;;;;;;;;;;;;;;
X00609;1300;DK;;;;;;;;;;;-626;;;;;;;;;;;;;;;
X00609;1303;DK;;;;;;;;;;;-626;;;;;;;;;;;;;;;
X00609;3030;DK;371;127;;;;;;;;;;;;;;;;;;;;;;;;
X00610;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00610;1040;DE;;;;;;;;;;1;;;;;;;;;;;;;;;;
X00610;1043;DE;;;;;;;;;;1;;;;;;;;;;;;;;;;
X00610;1160;DE;;;;650;650;650;;;;;;;;;;;;;;;;;;;;
X00610;1180;DE;;;;;;650;;;;;;;;;;;;;;;;;;;;
X00610;1200;DE;;;650;650;650;;;;;;;;;;;;;;;;;;;;;
X00610;1290;DE;;;11;;;;;;;;;;;;;;;;;;;;;;;
X00610;1350;DE;;;4;4;4;;;;;;;;;;;;;;;;;;;;;
X00610;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00610;3030;DE;-3;-235;;;;;;;;;;;;;;;;;;;;;;;;
X00611;1000;NL;;;-1;-1;-1;3;3;233;219;214;;;;;;;;;;;;;;;;
X00611;1030;NL;;;;;4;0;;-14;-5;-33;;;;;;;;;;;;;;;;
X00611;1040;NL;;;;;;;230;;;;;;;;;;;;;;;;;;;
X00611;1042;NL;;;;;;;230;;;;;;;;;;;;;;;;;;;
X00611;1050;NL;-3;-3;-1;-1;3;3;233;219;214;181;;;;;;;;;;;;;;;;
X00611;1160;NL;;;;774;760;734;;;;;;;;;;;;;;;;;;;;
X00611;1200;NL;767;747;774;760;734;720;;;;;;;;;;;;;;;;;;;;
X00612;1200;EE;1074;1046;;;;;;;;;;;;;;;;;;;;;;;;
X00613;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00613;1030;EE;;;;;;;;;;-24;;;;;;;;;;;;;;;;
X00613;1040;EE;;;;;;0;;;;;-3;;;;;;;;;;;;;;;
X00613;1043;EE;;;;;;;1;;;;-3;;;;;;;;;;;;;;;
X00613;20;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00613;3030;EE;26;-17;;;;;;;;;;;;;;;;;;;;;;;;
X00614;10;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00614;1040;DK;;;;;;;;;;;20;;-40;;;;;;;;;;;;;
X00614;1043;DK;;;;;;;;;;;20;;-40;;;;;;;;;;;;;
X00614;1160;DK;;;;125;125;125;;;;;;;;;;;;;;;;;;;;
X00614;1200;DK;125;125;125;125;125;125;;;;;;;;;;;;;;;;;;;;
X00614;1350;DK;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;
X00614;20;DK;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00614;3030;DK;12;-3;;;;;;;;;;;;;;;;;;;;;;;;
X00615;10;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00615;1040;DE;;;;-223;;63;63;;;;244;;;;;;;;;;;;;;;
X00615;1043;DE;;;;;;;63;;;;244;;-1292;;;;;;;;;;;;;
X00615;1160;SE;;;;250;250;250;;;;;;;;;;;;;;;;;;;;
X00615;1200;SE;72;72;250;250;250;250;;;;;;;;;;;;;;;;;;;;
X00615;1290;DE;;;;;109;;;;;;;;;;;;;;;;;;;;;
X00615;1310;DE;;;109;;;;;;;;;;;;;;;;;;;;;;;
X00615;1350;SE;;;4;4;4;4;;;;;;;;;;;;;;;;;;;;
X00615;20;DE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00615;2260;EE;;;0;;;;;;;;;;;;;;;;;;;;;;;
X00615;2260;GB;;;;3;;;;;;;;;;;;;;;;;;;;;;
X00615;2260;IT;;;1;;;;;;;;;;;;;;;;;;;;;;;
X00615;2280;GB;;;3;;;;;;;;;;;;;;;;;;;;;;;
X00615;3030;DE;93;-67;;;;;;;;;;;;;;;;;;;;;;;;
X00616;10;FI;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00616;1000;FI;;;;;;;1590;1590;1590;1593;3154;;;;;;;;;;;;;;;
X00616;1030;FI;;-3;;;;;;;3;;-32;;;;;;;;;;;;;;;
X00616;1050;FI;;;;;;;1590;1590;1593;1593;1561;;;;;;;;;;;;;;;
X00616;2260;FI;;;;;;;;;2,5;5;5;;;;;;;;;;;;;;;
X00616;2280;FI;;;;;;;;2,5;5;5;5;;;;;;;;;;;;;;;
X00616;3030;FI;3;-3;;;;;;;;;;;;;;;;;;;;;;;;
X00617;1160;EE;;;;1985;1985;1985;;;;;;;;;;;;;;;;;;;;
X00617;1200;EE;4029;4029;1985;1985;1985;1985;;;;;;;;;;;;;;;;;;;;
X00617;1350;EE;;;25;25;25;25;;;;;;;;;;;;;;;;;;;;
X00618;10;NO;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00618;1020;NO;;;;;;;;;;1;;;;;;;;;;;;;;;;
X00618;1040;NO;;;45;;;;;;;1;1;;;;;;;;;;;;;;;
X00618;1043;NO;;;;;;;;;;1;1;;;;;;;;;;;;;;;
X00618;20;NO;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00618;3030;NO;46;12;;;;;;;;;;;;;;;;;;;;;;;;
X00619;1000;RU;;;;;;;;;;;;;;;479;;;;;;;;;;;
X00619;1030;RU;;;;;;;;;;-13;;;;;-6;;;;;;;;;;;
X00619;1040;RU;;;0;;;0;-1;;;1;11;;;;;;;;;;;;;;;
X00619;1043;RU;;;;;;;-1;;;1;11;;;;;;;;;;;;;;;
X00619;1050;RU;;;;;;;;;;;;;;;473;;;;;;;;;;;
X00619;2210;RU;;;;240;240;240;;;;;;;;;;;;;;;;;;;;
X00619;2230;RU;;;;;;240;;;;;;;;;;;;;;;;;;;;
X00619;2250;RU;240;240;240;240;240;;;;;;;;;;;;;;;;;;;;;
X00619;2350;RU;;;2;2;2;;;;;;;;;;;;;;;;;;;;;
X00619;3000;LV;;;;;;;;;-1;;;;;;;;;;;;;;;;;
X00619;3030;EE;;;;;;;;-4;;;;;;;;;;;;;;;;;;
X00619;3031;LV;;;5;25;11;5;;;;;;;;;;;;;;;;;;;;
X00619;3040;EE;;;;-4;;;;;;;2;;;;;;;;;;;;;;;
X00619;3040;LV;;;;-2;;-2;;;;;;;;;;;;;;;;;;;;
X00619;3043;EE;;;;;;;;;;;2;;;;;;;;;;;;;;;
X00619;3050;LV;;;;;;;;-1;;;;;;;;;;;;;;;;;;
X00620;10;EE;;;;;;;;;;;;;;0;;;;;;;;;;;;
X00620;1000;EE;;;;;;;;;;510;;;;;;;;;;;;;;;;
X00620;1000;SE;;;1209;1209;1209;1301;;;;;;;;;;;;;;;;;;;;
X00620;1010;EE;;;;;;;;;1311;;;;;;;;;;;;;;;;;
X00620;1020;SE;;;;;;;;;1311;;;;;;;;;;;;;;;;;
X00620;1030;SE;122;;;;92;10;;;;;;;;;;;;;;;;;;;;
X00620;1031;EE;;;;;;;;;801;;;;;;;;;;;;;;;;;
X00620;1040;SE;;;;;;0;;;;128;;;;;;;;;;;;;;;;
X00620;1043;EE;;;;;;;;;;-129;;;;;;;;;;;;;;;;
